name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.5542312164422325,0.95
2_DecisionTree,Decision Tree,logloss,0.37030961848057553,12.74
3_Default_Xgboost,Xgboost,logloss,0.27900808885047074,7.14
4_Default_NeuralNetwork,Neural Network,logloss,0.33552390056785913,9.38
5_Default_RandomForest,Random Forest,logloss,0.34145737115251995,6.96
Ensemble,Ensemble,logloss,0.27900808885047074,3.74
